id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4725419,Spacieux duplex plein cœur de Lyon!,24405346,Quentin,,2e Arrondissement,45.76395,4.83307,Entire home/apt,290,365,0,,,1,0,0,
4643008,Croix Rousse - Bien lire avant réservation,24038571,Jean Christophe,,1er Arrondissement,45.77208,4.83089,Private room,35,2,50,2022-11-27,0.52,1,325,18,
4725932,Beau T2 56m² plein centre de Lyon,24407385,Clément,,2e Arrondissement,45.76453,4.8344,Entire home/apt,150,365,0,,,1,0,0,
4692714,Appartement familial hyper centre,13033035,Laureline,,1er Arrondissement,45.77101,4.82899,Entire home/apt,300,365,0,,,1,0,0,
4643406,Appartement aux Brotteaux,16160748,Hervé,,3e Arrondissement,45.76358,4.854,Entire home/apt,100,365,1,2014-12-08,0.01,1,0,0,
4693067,Appartement 75 m² proche métro tram,20745722,Elsa,,8e Arrondissement,45.74308,4.86202,Entire home/apt,200,365,0,,,1,0,0,
4693484,Appartement T3 Fête des Lumières,4677855,Thomas,,6e Arrondissement,45.76934,4.85149,Entire home/apt,240,365,0,,,1,0,0,
4726175,"Fête Lumières, hôtel de ville,4 pl",24408342,François,,1er Arrondissement,45.77093,4.8366,Entire home/apt,150,365,0,,,1,0,0,
4647084,Bel appartement au coeur de Lyon,24058425,Wilfried,,6e Arrondissement,45.76942,4.84732,Private room,75,1,1,2014-12-07,0.01,1,0,0,
4726312,Appartement T2 55 m2 Garibaldi,22500454,Julie,,3e Arrondissement,45.75105,4.85643,Entire home/apt,200,365,0,,,1,0,0,
4727307,Studio 20m2 Croix Rousse,19427964,Kristina,,4e Arrondissement,45.7782,4.83635,Private room,65,1,0,,,1,0,0,
4696328,Joli Canut,11969430,Lucile,,4e Arrondissement,45.77566,4.83746,Entire home/apt,120,365,0,,,1,0,0,
4647557,Nice flat city center,14970327,Nils,,6e Arrondissement,45.7671,4.8425,Entire home/apt,80,365,1,2014-12-10,0.01,1,0,0,
4696729,Loft Canut  in the croix rousse area,9400260,Delphine Et Christophe,,4e Arrondissement,45.77748,4.8369,Entire home/apt,125,2,316,2022-12-11,3.24,2,310,36,6938412514179
4647613,Central place in Lyon!,24060600,Julie,,1er Arrondissement,45.76518,4.83382,Entire home/apt,50,365,18,2017-12-10,0.19,1,0,0,
4727855,T1 bis avec alcôve,24415124,Paul,,7e Arrondissement,45.75115,4.84399,Entire home/apt,50,365,0,,,1,0,0,
4648228,Appartement Lyon 6ème,24063401,Eric Merle,,6e Arrondissement,45.76857,4.85731,Entire home/apt,180,365,4,2016-06-21,0.04,1,0,0,
4696917,le charme d'un canut en décembre,20412939,Vince,,1er Arrondissement,45.76968,4.83599,Entire home/apt,100,365,0,,,1,0,0,
4648489,Cosy and calm studio for a break,7239536,Camille,,1er Arrondissement,45.77013,4.82243,Entire home/apt,51,10,37,2022-07-13,0.38,1,148,5,6938113039646
4697434,Charmant nid en bord de Saône,20326432,Clémence,,9e Arrondissement,45.77751,4.80728,Entire home/apt,30,365,3,2017-12-10,0.03,1,0,0,
4731142,"HEART OF LYON, 1BDR",13316824,Quentin,,2e Arrondissement,45.76153,4.83428,Private room,65,2,0,,,1,0,0,
4648808,Moderne lumineux idéal fête lumière,22829812,Sebastien,,6e Arrondissement,45.76665,4.85168,Entire home/apt,250,365,0,,,1,0,0,
4731890,fête de la lumière,24434079,Malite,,1er Arrondissement,45.77156,4.83056,Entire home/apt,100,365,0,,,1,0,0,
4733052,Appartement quai du rhône,15254934,Florence,,7e Arrondissement,45.74767,4.83973,Entire home/apt,90,365,1,2014-12-07,0.01,1,0,0,
4697461,MI CASA ES SU CASA !,24255632,Stéphanie,,2e Arrondissement,45.75233,4.8333,Private room,83,1,8,2016-10-02,0.08,1,0,0,
4649332,Appartement de charme 6 mn centre,11954693,Anna,,7e Arrondissement,45.75289,4.84253,Entire home/apt,66,365,3,2017-09-29,0.03,1,0,0,
4698525,Au coeur de la fête des lumières,24288854,Olivia,,4e Arrondissement,45.77818,4.83155,Entire home/apt,100,365,0,,,1,0,0,
4698718,Appartement 54m² quasi neuf LYON7,17402197,Thierry,,7e Arrondissement,45.74435,4.83341,Entire home/apt,57,365,2,2015-12-07,0.02,1,0,0,
4698750,Tout confort idéal pour Couple,24289883,Sebastien,,2e Arrondissement,45.74774,4.82736,Entire home/apt,100,365,0,,,1,0,0,
4733077,Vieux Lyon avec vue de Fourvière,24438850,Innes,,5e Arrondissement,45.76371,4.82693,Private room,75,1,1,2014-12-07,0.01,1,0,0,
4649472,Chambre dans T3 proche part-dieu,11157063,Simon,,3e Arrondissement,45.7547,4.8678,Private room,100,1,0,,,1,0,0,
4733353,Appartement sur les quais de Rhône,24431375,Guillaume,,7e Arrondissement,45.75401,4.83975,Entire home/apt,100,365,0,,,1,0,0,
4649659,"Heart of Bellecour, Lyon",18341380,Auberi,,2e Arrondissement,45.75738,4.82847,Shared room,50,1,0,,,1,0,0,
4733716,lyon 2ème,24441253,Thibaut,,2e Arrondissement,45.75307,4.82603,Entire home/apt,150,365,1,2014-12-08,0.01,1,0,0,
4699088,Room right in the center !,10226478,Dominique,,7e Arrondissement,45.75366,4.83972,Private room,54,1,365,2022-12-14,3.74,1,338,66,
4650032,Vieilles pierres le long du Rhône,24072142,Charles,,6e Arrondissement,45.76426,4.84318,Entire home/apt,90,365,1,2014-12-07,0.01,1,0,0,
4699785,Appartement proche centre de Lyon,24294845,Margot,,1er Arrondissement,45.77196,4.83711,Entire home/apt,200,365,0,,,1,0,0,
4702492,Appartement en plein coeur de LYON,24309563,Anne-Laure,,2e Arrondissement,45.75464,4.82701,Entire home/apt,600,365,0,,,1,0,0,
4734484,Logement pour fêtes des lumières,24444393,Ke,,1er Arrondissement,45.76989,4.83473,Entire home/apt,150,365,0,,,1,0,0,
4650184,Belle chambre pour les Lumières !,24069762,Alison,,3e Arrondissement,45.74879,4.8804,Private room,100,1,1,2014-12-08,0.01,1,0,0,
4735197,Belle chambre  plateau de la Croix Rousse,24446726,Caroline,,4e Arrondissement,45.77351,4.82134,Private room,50,2,15,2022-06-26,0.27,1,63,4,
4650782,Renting furnished appartment LYON 6,12898312,Charly,,3e Arrondissement,45.76323,4.85981,Entire home/apt,290,365,0,,,1,0,0,
4704039,appartement fête des lumières,24316581,Marion,,1er Arrondissement,45.76886,4.83214,Entire home/apt,120,365,0,,,1,0,0,
4651843,Comfy large flat center of Lyon,24080196,Julien,,3e Arrondissement,45.7564,4.84357,Entire home/apt,160,365,0,,,1,0,0,
4704240,Chambre Privée Cocon vue sur Saone,1325699,Anna,,9e Arrondissement,45.77222,4.81144,Private room,75,1,0,,,1,0,0,
4735568,Chambre d'amis croix rousse,24448494,Odile,,4e Arrondissement,45.77502,4.83681,Private room,35,2,215,2020-03-15,2.46,1,4,0,
4735703,Chambre + douche privative - 7è ar.,24234406,Jerome,,7e Arrondissement,45.73463,4.83631,Private room,110,1,0,,,1,0,0,
4651866,Centertown - Hôtel de ville,22126667,Alexandra,,1er Arrondissement,45.76759,4.82957,Entire home/apt,200,365,0,,,1,0,0,
4736325,Chambre plein  coeur croix rousse.,24451796,Quentin,,1er Arrondissement,45.77307,4.82615,Private room,75,1,0,,,1,0,0,
4704282,Appartement 110m avec vue superbe,19050591,Florianne,,7e Arrondissement,45.75366,4.84271,Entire home/apt,300,365,0,,,1,0,0,
4704554,Century house in Croix-Rousse,18217071,Flore,,4e Arrondissement,45.7755,4.83149,Private room,80,1,0,,,1,0,0,
4704821,Lovely private room in main center,24319867,Mickael,,1er Arrondissement,45.77045,4.83458,Private room,90,1,0,,,1,0,0,
4652128,Appartement calme en centre de Lyon,24082023,Sophie,,7e Arrondissement,45.74846,4.85609,Entire home/apt,130,365,3,2016-12-11,0.03,1,0,0,
4736727,Appartement Lyon 3 Part-Dieu,24453666,Adeline,,3e Arrondissement,45.75736,4.8691,Entire home/apt,82,2,129,2022-11-13,1.32,1,342,8,6938312972482
4737398,Un week end à la Fête des Lumières,24456862,Adélie,,1er Arrondissement,45.76692,4.83131,Entire home/apt,200,365,0,,,1,0,0,
4652376,Beau studio au cœur de Lyon,24083223,Mélissa,,2e Arrondissement,45.76437,4.83452,Entire home/apt,175,365,0,,,1,0,0,
4739515,Studio proximité Fourvière,24467908,Julia,,5e Arrondissement,45.75692,4.81653,Entire home/apt,60,365,0,,,1,0,0,
4705406,Appart Hyper-centre (Cordeliers),21325475,Laurent,,2e Arrondissement,45.76375,4.83771,Entire home/apt,225,365,0,,,1,0,0,
4705653,Chambre dans T3 LYON BELLECOUR,9884940,Stanislas,,2e Arrondissement,45.75346,4.83114,Private room,23,1,7,2016-05-04,0.08,2,0,0,
4655738,Beau T2 hypercentre Lyon,8965813,Agathe,,2e Arrondissement,45.76496,4.83536,Entire home/apt,61,365,10,2016-06-17,0.10,1,0,0,
4705799,Appartement 1er - quai de Saône,24157791,Galatée,,5e Arrondissement,45.76733,4.82432,Entire home/apt,105,365,0,,,1,0,0,
4705875,Fête des lumières,24322294,Fanny,,2e Arrondissement,45.75384,4.82519,Entire home/apt,50,365,0,,,1,0,0,
4706395,Une chambre sympa,24325722,Daniel,,7e Arrondissement,45.75421,4.84078,Private room,30,1,9,2015-05-19,0.09,1,0,0,
4706894,Appartement 68 m2  T3 Centre ville,24328859,Viannette,,6e Arrondissement,45.77063,4.8483,Entire home/apt,65,4,88,2021-12-13,1.03,1,0,0,6938612532931
4707355,Petit appartement au coeur de la presqu'île,24330724,Sarah,,2e Arrondissement,45.76234,4.83318,Entire home/apt,120,365,1,2014-12-09,0.01,1,0,0,
4741764,Chambre Alcôve,5093062,Guillaume,,3e Arrondissement,45.76225,4.86807,Private room,60,1,0,,,1,0,0,
4742128,Location pour fête des Lumières,24478715,Mickael,,5e Arrondissement,45.76733,4.82138,Entire home/apt,100,365,0,,,1,0,0,
4743508,Location pour la fête des lumières,24483973,Mme,,1er Arrondissement,45.76729,4.83159,Entire home/apt,100,365,0,,,1,0,0,
4746097,appartement de 30m2 dans lyon 9,24220198,Roland,,9e Arrondissement,45.77303,4.80518,Entire home/apt,70,365,0,,,1,0,0,
4656269,"Fête des lumières,38m2 dans le 6ème",21923395,Cécile,,6e Arrondissement,45.76748,4.85539,Entire home/apt,140,365,0,,,1,0,0,
4748198,Appartement standing Lyon 6ème,24506096,Georges,,6e Arrondissement,45.77124,4.8507,Entire home/apt,150,365,0,,,1,0,0,
4707885,Studio proche bellecour,24333054,Florence,,3e Arrondissement,45.75503,4.84416,Entire home/apt,45,365,18,2018-12-09,0.18,1,0,0,
4707895,Appartement 80 m² - Lyon 3ème prox Part Dieu,24331112,Alizé,,3e Arrondissement,45.76127,4.86211,Entire home/apt,200,365,5,2017-01-22,0.05,1,0,0,
5472617,Appartement coeur de la Part-Dieu,28384678,Sophie,,3e Arrondissement,45.76282,4.85802,Entire home/apt,66,365,31,2017-08-29,0.33,1,179,0,
4707898,Cœur du Vieux Lyon ac vue sur Saône,24333043,Jereie,,5e Arrondissement,45.76263,4.82795,Entire home/apt,211,365,0,,,1,0,0,
4707932,Appartement pour les lumières!!,23687239,Regis,,5e Arrondissement,45.75132,4.81643,Entire home/apt,200,365,0,,,1,0,0,
4708217,Charmant Apart Canut,12200792,Filippo,,1er Arrondissement,45.77315,4.83504,Entire home/apt,120,365,0,,,1,0,0,
4754554,Beau dernier étage avec balcon,2726554,Julie,,3e Arrondissement,45.75911,4.84581,Entire home/apt,95,3,126,2022-11-18,1.76,1,250,25,6938312928437
4754796,Location appartement centre ville,24536855,Laura,,1er Arrondissement,45.76556,4.83492,Entire home/apt,350,365,0,,,1,0,0,
4762699,"Grand T3 lumineux, équipé, facile à vivre",24573840,Serge,,9e Arrondissement,45.7824,4.79476,Entire home/apt,80,4,36,2022-05-30,0.50,1,142,2,6938912737934
5475010,AU COEUR DE LYON,22836973,Chantal,,5e Arrondissement,45.76785,4.82631,Entire home/apt,55,5,14,2022-05-31,0.17,1,189,2,6938112983525
4780340,A space-time in the heart of Lyon (upper room),24648341,Jean-Pierre,,1er Arrondissement,45.76964,4.83535,Private room,44,3,252,2022-08-30,2.63,2,0,2,
4708771,"Fête des Lumières,Lyon 07 Garibaldi",24336999,Vincent,,7e Arrondissement,45.74695,4.85723,Entire home/apt,150,365,0,,,1,0,0,
4711128,Chambre dans Lyon 1,16571937,Josephine,,1er Arrondissement,45.76966,4.82696,Private room,100,1,0,,,1,0,0,
5483753,meublé de tourisme 3 étoiles,28439302,Brice,,5e Arrondissement,45.75503,4.7898,Entire home/apt,80,1,74,2022-11-19,0.82,3,323,8,Exempt - hotel-type listing
4711875,chambre romantique et lit baldaquin,23236459,Chloe,,6e Arrondissement,45.76875,4.84521,Private room,50,1,0,,,1,0,0,
4713339,T1 BIS au centre de Lyon,24355889,Akram,,3e Arrondissement,45.76288,4.84284,Entire home/apt,49,30,65,2021-10-09,0.67,1,271,0,"Available with a mobility lease only (""bail mobilité"")"
4713466,Lyon centre T2 proche de Bellecour,24325438,Baptiste,,7e Arrondissement,45.75337,4.83919,Entire home/apt,100,365,1,2014-12-08,0.01,1,0,0,
4713636,"Fêtes des Lumières, Croix Rousse",24356710,Lucie,,4e Arrondissement,45.77401,4.82349,Entire home/apt,100,365,0,,,1,0,0,
4782500,appartement 2/3 personnes,14168881,Mariane,,3e Arrondissement,45.75557,4.84669,Entire home/apt,30,365,3,2015-09-21,0.03,1,0,0,
4789465,Dream/L'appart de mon rêve,24687505,Tetê & Emerson,,6e Arrondissement,45.77255,4.85078,Entire home/apt,125,365,1,2015-01-28,0.01,1,0,0,
5516369,100m2 coeur de LYON / Parking privé gratuit,28611069,Laurence&Jeanguy,,1er Arrondissement,45.7685,4.83258,Entire home/apt,244,2,116,2022-12-11,1.36,1,305,29,6938112943834
4791211,Superbe F2 - Proche Part Dieu,8226502,Coudert,,3e Arrondissement,45.75452,4.85719,Entire home/apt,55,365,0,,,1,0,0,
4713643,Appartement atypique,24356940,Hugo,,5e Arrondissement,45.75542,4.81672,Entire home/apt,80,365,1,2014-12-07,0.01,1,0,0,
4713779,Chambre de charme/Fête des Lumières,24357573,Sechaud,,1er Arrondissement,45.76931,4.83429,Private room,90,1,1,2014-12-08,0.01,1,0,0,
5518396,Grand Studio confort centre Lyon,10014536,Julie,,7e Arrondissement,45.75431,4.84133,Entire home/apt,17,365,0,,,2,0,0,
5524107,Colombe - location t2 - lyon 2,5931758,2beapart,,2e Arrondissement,45.76318,4.83313,Entire home/apt,155,2,146,2022-10-16,1.55,48,282,10,0693821600103
4715340,Studio lyon 1er au coeur de lyon,24363181,Alexia,,1er Arrondissement,45.76546,4.8332,Entire home/apt,120,365,0,,,1,0,0,
4797658,Citybreak Opéra et Hôtel de Ville,24722015,Marie,,1er Arrondissement,45.76946,4.83486,Entire home/apt,46,2,16,2021-07-17,0.17,1,200,0,6938112986196
5530313,Chambre à louer à Lyon Vaise,28679175,Sébastien Et Aurélie,,9e Arrondissement,45.78275,4.80742,Private room,35,2,142,2022-11-18,1.52,1,257,22,
4800024,Joli studio tout confort - Fourvière - St Just,24731431,Nathalie,,5e Arrondissement,45.75456,4.81306,Entire home/apt,95,2,39,2022-12-11,0.70,1,31,6,6938513039338
4717468,Chambre fête des lumières !,24371284,Juliette Et Cloé,,7e Arrondissement,45.75308,4.84332,Private room,50,1,1,2014-12-08,0.01,1,0,0,
5540944,T1 (37m²) calme et lumineux à 300m de la Part-Dieu,28733062,Florent,,3e Arrondissement,45.76067,4.86702,Entire home/apt,60,2,128,2022-12-01,2.27,1,22,14,6938312461748
4717608,Superbe Appartement - Plein Centre,16648998,Jean-Baptiste,,2e Arrondissement,45.76475,4.83498,Private room,135,1,0,,,1,0,0,
4717718,Appartement au coeur de CroixRousse,10360706,Myriam,,4e Arrondissement,45.77783,4.82663,Entire home/apt,42,365,18,2017-10-30,0.18,1,0,0,
4819282,"Happy Days for 9, 150sqm of entertainment, Lyon 7",316423644,Hosting Services,,7e Arrondissement,45.74595,4.83168,Entire home/apt,319,2,21,2022-12-04,4.85,98,205,21,6938713137767
5590434,Fenêtres sur cour :   lieu atypique,28984819,Thérèse,,2e Arrondissement,45.75269,4.82667,Entire home/apt,85,7,46,2022-10-12,0.49,1,288,8,6938212499189
4821611,Appartement calme Croix Rousse,4159808,Katia,,1er Arrondissement,45.77246,4.82234,Entire home/apt,45,4,270,2021-12-23,2.80,3,128,2,20210902-1423
4717782,Appartement centre ville Bellecour,24372383,Anne,,2e Arrondissement,45.75592,4.83005,Entire home/apt,140,365,0,,,1,0,0,
4719260,Chambre à 2 pas de Bellecour,23826478,Nathan,,2e Arrondissement,45.75261,4.8313,Private room,40,1,1,2014-12-07,0.01,1,0,0,
5591289,T4 familial Lyon Croix Rousse,12898164,Marianne,,4e Arrondissement,45.77466,4.82374,Entire home/apt,90,3,37,2022-08-24,0.64,1,0,7,6938412988984
4832065,bel appartement 40 m2 proche presqu'île,10496570,Solveig,,5e Arrondissement,45.75077,4.81904,Entire home/apt,45,3,91,2022-09-18,0.94,1,0,8,6938512704192
4837790,Stylish apartment in central Lyon,19332516,Laurent,,1er Arrondissement,45.76655,4.83052,Entire home/apt,103,2,101,2022-11-27,1.09,1,5,3,6938112491496
5596506,Appartement 40 m2 Place Brotteaux Vue magnifique,15986333,Marlène,,6e Arrondissement,45.76723,4.85686,Entire home/apt,69,30,18,2021-09-06,0.19,1,238,0,"Available with a mobility lease only (""bail mobilité"")"
6257992,Space & charm in the heart of Lyon!,31255079,Inti,,7e Arrondissement,45.75075,4.84492,Private room,20,4,7,2016-07-27,0.08,1,0,0,
5598335,romantic and cozy apartment Vieux Lyon Fourvière,29025471,Denis,,5e Arrondissement,45.75708,4.81302,Entire home/apt,60,3,158,2022-11-28,2.78,1,2,46,0693851800209
4854835,Péniche centre ville insolite calme vue imprenable,19624243,Colette,,2e Arrondissement,45.74825,4.81833,Private room,50,1,114,2021-06-07,1.23,2,0,0,6938212493548
5609027,"Appartement, Lyon centre Jacobin",29018122,Baptiste,,2e Arrondissement,45.76252,4.8341,Entire home/apt,40,365,2,2018-12-09,0.02,1,0,0,
4855208,un week end en amoureux a Lyon 3eme,3554924,Nady,,3e Arrondissement,45.7491,4.86741,Entire home/apt,41,2,196,2022-12-11,2.72,1,207,28,20210901-0742
4864258,calm studio 1.2(3 )pers.-near Bellecour and subway,25020997,Elsa,,7e Arrondissement,45.75143,4.84344,Entire home/apt,51,2,23,2022-08-10,1.88,1,0,22,6938713191712
6270665,Appart de charme sur la presqu'île avec vue,4634679,Marion,,1er Arrondissement,45.77104,4.83322,Entire home/apt,85,15,67,2022-07-01,0.75,1,311,3,6938113025788
5640618,Bel appartement dans le Vieux Lyon,20680401,Anne-Cecile,,5e Arrondissement,45.75449,4.82214,Entire home/apt,120,2,8,2019-06-27,0.09,1,288,0,6938513078930
6273038,beau canut à côté du gros cailloux,32601419,Yote Et Nico,,1er Arrondissement,45.77268,4.83461,Entire home/apt,68,4,266,2022-11-20,2.87,1,294,27,6938113008764
4868009,Chambre proche du centre - M1-2,14809773,Sébastien,,5e Arrondissement,45.75514,4.81603,Private room,35,5,6,2022-08-19,0.07,18,336,1,
5666787,au coeur de la presque ile,29377974,Alain,,2e Arrondissement,45.76393,4.83428,Entire home/apt,65,2,107,2022-12-11,1.16,1,182,25,6938112692228
4871015,Grand appartement cosy à 5 min du Parc Tête d’Or,7430883,Tarik,,6e Arrondissement,45.7685,4.85248,Entire home/apt,70,365,0,,,1,0,0,
6284159,Appartement avec terrasse,18007507,Justine,,1er Arrondissement,45.77018,4.83319,Entire home/apt,50,365,19,2019-07-29,0.21,1,0,0,
5671059,appart a 300 m de la gare part dieu et tour suisse,19410872,Micky,,3e Arrondissement,45.76203,4.85331,Entire home/apt,78,1,185,2022-09-05,1.98,2,351,16,6938312627539
6287037,"Studio 20m2, métroà 100m",32683058,Laurent,,7e Arrondissement,45.74983,4.85439,Entire home/apt,44,365,1,2015-05-13,0.01,2,0,0,
4872476,Beau T2 Lyon  5°,25065258,Jp,,5e Arrondissement,45.753,4.79693,Entire home/apt,70,30,19,2022-11-07,0.20,1,363,4,"Available with a mobility lease only (""bail mobilité"")"
4876961,A 5min du centre (Bellecour),25089174,Maximilien,,7e Arrondissement,45.75163,4.83791,Entire home/apt,50,365,51,2019-01-06,0.57,1,0,0,
5678676,T1 entièrement rénové à Lyon 5ème,29442509,Gf,,5e Arrondissement,45.75703,4.79854,Entire home/apt,40,365,1,2015-03-22,0.01,1,0,0,
4921427,"Atypique, Lyon centre vue sur Saône",25305028,Alexandre,,5e Arrondissement,45.76562,4.81644,Entire home/apt,150,1,97,2022-12-11,1.01,2,141,45,6938912838397
5691232,Studio coquet à la Croix-Rousse !,29506582,Didier,,4e Arrondissement,45.78079,4.83414,Entire home/apt,50,50,25,2022-09-24,0.27,1,260,5,
4940243,Appartement cosy 55 m2 avec vue sur saône,25459430,David,,9e Arrondissement,45.77954,4.80843,Entire home/apt,80,25,5,2022-12-11,0.14,1,27,2,6938912991124
4945219,Bel  Appartement Lyon Centre,25486110,Franck,,1er Arrondissement,45.76952,4.82582,Entire home/apt,94,2,148,2022-11-22,1.58,1,351,12,6938113054789
6331689,Appartement de standing au Vieux Lyon Centre,29924767,Soued,,5e Arrondissement,45.765,4.82783,Entire home/apt,155,4,18,2022-10-25,0.21,2,251,6,6938412423119
5698592,Cute room in a nice neighborhood,29519678,Sally,,4e Arrondissement,45.775062561035156,4.829439163208008,Shared room,40,5,8,2015-08-09,0.09,2,0,0,
6365111,Bellecour - Appartement meublé,1558757,Laurent,,2e Arrondissement,45.75676,4.83009,Entire home/apt,52,2,79,2022-11-25,0.86,5,198,49,6938112662138
4954625,Beautiful private apt: Lyon 6ème,4979219,Maxence,,6e Arrondissement,45.77148,4.85763,Entire home/apt,150,1,1,2022-02-13,0.10,1,0,1,6938613213119
4965976,Exceptional Flat Place Bellecour,22814450,Hélène & Marc,,2e Arrondissement,45.75829,4.83472,Entire home/apt,140,30,63,2020-07-09,0.66,1,0,0,"Available with a mobility lease only (""bail mobilité"")"
4979554,Bright appartement with a beotifull,21493771,Marie,,9e Arrondissement,45.76828,4.8121,Entire home/apt,85,2,134,2022-11-20,1.41,1,15,24,6938912966279
5724895,Lyon 4 people close train station,21637140,Romain,,3e Arrondissement,45.75903,4.86912,Entire home/apt,55,365,0,,,1,0,0,
5026294,Appart Centre de Lyon Part Dieu,3854617,Sébastien,,3e Arrondissement,45.75706,4.85519,Entire home/apt,105,2,20,2022-10-10,0.25,1,165,7,6938312432648
5032249,"Centre Ville: ""L'appart Vintage "".",19494167,Jérôme,,3e Arrondissement,45.76105,4.84065,Entire home/apt,65,365,260,2020-03-08,2.70,2,125,0,
6372784,"chambre à 5 mn parc, centre lyon",33209078,Isabelle,,6e Arrondissement,45.77168,4.84713,Private room,35,1,100,2020-01-23,1.09,2,0,0,69 386 128 11 855
5733159,Duplex 200m2 Lyon Presqu'île,17001933,Marine,,2e Arrondissement,45.76031,4.83287,Entire home/apt,450,365,3,2020-01-02,0.04,1,365,0,
6394426,Lyon 1 charmant T2 central et calme,33340617,Catherine,,1er Arrondissement,45.76955,4.82459,Entire home/apt,90,3,89,2022-12-11,0.97,1,0,15,6938112889394
5034486,a room in a house with a garden,3797393,Lena,,3e Arrondissement,45.7546,4.87925,Private room,37,2,43,2022-11-17,0.47,1,153,7,
5042684,A sweet room in Lyon center,17863878,Clotilde,,7e Arrondissement,45.75543,4.84063,Private room,35,1,32,2021-12-12,0.37,2,14,0,
5062737,Chambre Croix-Rousse,10209274,Nicolas,,4e Arrondissement,45.77967,4.83077,Private room,35,1,0,,,1,0,0,
5068367,Appart duplex avec terrasse - Centre - Presqu'Ile,26172419,Frédéric,,1er Arrondissement,45.77099,4.83222,Entire home/apt,160,2,50,2022-12-10,0.53,1,102,1,6938112881872
5735035,LYON Entre BELLECOUR et PART DIEU 1 pers,29739573,Pierre Et Bernadette,,3e Arrondissement,45.75152,4.85702,Private room,25,1,36,2022-03-06,0.40,2,0,4,
5099045,Belle maison ensoleillée et calme en plein Lyon !,12407033,Ariane,,3e Arrondissement,45.75466,4.87564,Entire home/apt,199,365,3,2020-03-15,0.05,1,0,0,
5102291,Bienvenu chez nous !,26362432,Elo,,7e Arrondissement,45.74495,4.84106,Entire home/apt,60,365,0,,,1,0,0,
6406364,LA PERLE DES CAPUCINS - Opéra,4156965,Emilie,,1er Arrondissement,45.76899,4.83233,Entire home/apt,59,28,49,2022-08-28,0.54,18,135,6,6938112382224
6413022,LE COMPTOIR DES CAPUCINS - CityHall,4156965,Emilie,,1er Arrondissement,45.76899,4.83233,Entire home/apt,52,28,36,2022-08-03,0.41,18,156,4,6938112382224
5738655,Heart of Croix-Rousse - Orginal Woody Flat,18794301,Vianney Et Pauline,,1er Arrondissement,45.77408,4.83057,Entire home/apt,50,365,6,2018-07-21,0.07,1,0,0,
5114809,T2 au pied des trams T2 et T4,26425658,Laurine,,8e Arrondissement,45.74078,4.85696,Entire home/apt,120,365,0,,,1,0,0,
5742852,Bel appartement,29786275,Julie Barbara,,9e Arrondissement,45.77724,4.80523,Entire home/apt,80,365,0,,,1,0,0,
5138043,Perrache Appartement 3 chambres,26566100,Hubert,,2e Arrondissement,45.74794,4.82873,Entire home/apt,220,365,3,2019-01-30,0.04,1,0,0,
5161078,T2 60m² entier plein centre-ville,26691962,France,,6e Arrondissement,45.77054,4.86138,Entire home/apt,50,365,0,,,1,0,0,
6418070,chambre dans appartement jardin,3522736,Cécile,,7e Arrondissement,45.74937,4.84906,Private room,30,2,20,2018-12-09,0.23,1,0,0,
5744178,Beautiful wooden house 150 m² with terrace,13003443,Inprasith,,3e Arrondissement,45.75521,4.87517,Entire home/apt,161,365,11,2016-07-25,0.12,3,0,0,
6428094,Pour une petite escale ou escapade lyonnaise,33546711,Js,,3e Arrondissement,45.76311,4.86115,Private room,25,1,148,2020-08-24,1.76,1,0,0,
6432822,Charmant appart au coeur de Lyon,33575866,Luc,,7e Arrondissement,45.75103,4.83743,Entire home/apt,60,365,21,2016-12-11,0.24,1,0,0,
5176227,superbe T2 tassin la demi lune,26774130,Flavie,,5e Arrondissement,45.75352,4.78159,Entire home/apt,50,1,0,,,1,0,0,
5756809,Appartment along the Saone river,29863479,Bernard,,5e Arrondissement,45.75858,4.82622,Entire home/apt,120,4,25,2022-09-26,0.28,1,96,8,6938512926995
5199095,Grand T2 AVEC JARDIN à Lyon 7ème Jean Macé,5117719,Cecile,,7e Arrondissement,45.74451,4.83302,Entire home/apt,71,21,20,2022-09-20,0.25,15,164,6,6938712434914
5216664,Lyon Centre Croix-rousse 4pers,25593116,Philippe,,4e Arrondissement,45.78145,4.8255,Entire home/apt,129,365,0,,,1,0,0,
6434535,Cosy apartment in Lyon,17004573,Dorian,,8e Arrondissement,45.73757,4.86542,Entire home/apt,250,365,0,,,1,0,0,
6463731,Your cosy home away from home,33757528,Sarah,,4e Arrondissement,45.77868,4.83243,Entire home/apt,40,3,11,2020-02-23,0.12,1,0,0,6938412848335
5758205,Appartement central avec vue sur Fourvière,3754633,Xavier,,1er Arrondissement,45.76944,4.82935,Entire home/apt,150,2,280,2022-12-04,3.00,2,279,28,6938112380343
6472907,Loft a-typique Lyon 6ème / Part Dieu,33815331,Myriam,,6e Arrondissement,45.76519,4.8568,Entire home/apt,75,30,23,2022-10-01,0.26,1,167,3,6938612830859
6504502,Appartement 2 chambres 4 places Lyon centre,33999975,Laure,,3e Arrondissement,45.75543,4.84998,Entire home/apt,190,365,0,,,1,0,0,
